Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
7630041,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,,,5,4.19,"Little, Brown and Company",Kindle Edition,321,2008,2008,2020/10/19,2020/10/12,,,read,,,,1,0
947848,The Making of the English Working Class,E.P. Thompson,"Thompson, E.P.",,0394703227,9780394703220,0,4.21,Vintage Books,Paperback,848,1966,1963,,2020/10/18,to-read,to-read (#118),to-read,,,,0,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,0553380168,9780553380163,0,4.21,Bantam Books,Paperback,226,1998,1988,,2020/10/18,to-read,to-read (#117),to-read,,,,0,0
99955,"Common Sense, The Rights of Man and Other Essential Writings",Thomas Paine,"Paine, Thomas","Jack Fruchtman Jr., Sidney Hook",0451528891,9780451528896,0,4.14,Signet,Paperback,416,2003,1776,,2020/10/18,to-read,to-read (#116),to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,0140448071,9780140448078,0,3.98,Penguin Classics,Paperback,464,2004,1842,,2020/10/18,to-read,to-read (#115),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,0684830493,9780684830490,0,3.81,Scribner,Hardcover,96,1996,1952,,2020/10/18,to-read,to-read (#114),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,,,0,4.03,Vintage International,Paperback,123,1989,1942,,2020/10/18,to-read,to-read (#113),to-read,,,,0,0
222146,Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,David Kushner,"Kushner, David",,0812972155,9780812972153,4,4.29,Random House Trade Paperbacks,Paperback,339,2004,2003,2020/10/12,2020/09/30,,,read,,,,1,0
93008,The Adventures of Robin Hood (Puffin Classics),Roger Lancelyn Green,"Green, Roger Lancelyn",Arthur Hall,0140367004,9780140367003,0,4.07,Puffin,Paperback,320,1995,1956,2020/09/30,2020/09/30,,,read,,,,1,0
6069564,How America Eats,Clementine Paddleford,"Paddleford, Clementine",,,,0,3.92,"Charles Scribner's Sons, New York",Hardcover,495,1960,1960,,2020/09/20,to-read,to-read (#112),to-read,,,,0,0
25292774,Ask: The Counterintuitive Online Formula to Discover Exactly What Your Customers Want to Buy...Create a Mass of Raving Fans...and Take Any Business to the Next Level,Ryan Levesque,"Levesque, Ryan",,1939447739,9781939447739,0,3.66,Dunham Books,Kindle Edition,218,2015,2015,,2020/09/20,to-read,to-read (#111),to-read,,,,0,0
38717867,Killing Commendatore,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen",,,4,3.91,Knopf,Kindle Edition,705,2018,2017,2020/09/05,2020/08/06,,,read,,,,1,0
41458677,A Brightness Long Ago,Guy Gavriel Kay,"Kay, Guy Gavriel",,0698183282,9780698183285,0,4.18,Berkley,Kindle Edition,442,2019,2019,2020/08/14,2020/07/17,,,read,,,,1,0
52699258,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",,,,0,4.02,Houghton Mifflin Harcourt,Kindle Edition,485,2012,1977,,2019/05/19,abandoned,abandoned (#29),abandoned,,,,0,0
154969,"Imbibe!: From Absinthe Cocktail to Whiskey Smash, a Salute in Stories and Drinks to ""Professor"" Jerry Thomas, Pioneer of the American Bar",David Wondrich,"Wondrich, David",Dale DeGroff,0399532870,9780399532870,0,4.16,Perigee Books,Hardcover,317,2007,2007,,2020/07/14,to-read,to-read (#110),to-read,,,,0,0
9123099,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,,,4,4.00,Vintage,Kindle Edition,384,2010,1987,2020/07/02,2020/05/13,,,read,,,,1,0
53127868,The DynamoDB Book,Alex DeBrie,"DeBrie, Alex",,,,0,4.57,Gumroad,ebook,441,2020,,,2020/07/01,to-read,to-read (#109),to-read,,,,0,0
29658,Postwar: A History of Europe Since 1945,Tony Judt,"Judt, Tony",,0143037757,9780143037750,0,4.37,Penguin Books,Paperback,933,2006,2005,,2020/07/01,to-read,to-read (#108),to-read,,,,0,0
447648,"Getting Real: The Smarter, Faster, Easier Way to Build a Web Application",Jason Fried,"Fried, Jason","David Heinemeier Hansson, Matthew Linderman",,,3,3.99,Self,ebook,171,2006,2006,2020/06/13,2020/06/01,,,read,,,,1,0
11506091,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,,,4,4.01,Doubleday,Kindle Edition,401,2011,2011,2020/06/09,2020/05/27,,,read,,,,1,0
50776459,Shape Up: Stop Running in Circles and Ship Work that Matters,Ryan Singer,"Singer, Ryan",Jason Fried,,,5,4.27,Basecamp,ebook,133,2019,2019,2020/06/07,2020/06/01,,,read,,,,1,0
2767,A People’s History of the United States: 1492 - Present,Howard Zinn,"Zinn, Howard",,0060838655,9780060838652,0,4.08,Harper Perennial,Paperback,729,1995,1980,,2014/12/11,"history, to-read","history (#6), to-read (#107)",to-read,,,,0,0
38900866,It Doesn't Have to Be Crazy at Work,Jason Fried,"Fried, Jason",David Heinemeier Hansson,0062874780,9780062874788,0,4.01,Harper Business,Hardcover,240,2018,2018,,2020/06/01,to-read,to-read (#106),to-read,,,,0,0
9118033,ReWork,Jason Fried,"Fried, Jason",David Heinemeier Hansson,,,4,3.98,Vermilion,Kindle Edition,288,2010,2010,2020/05/30,2019/04/17,,,read,,,,1,0
37954156,The Labyrinth of the Spirits (The Cemetery of Forgotten Books #4),Carlos Ruiz Zafón,"Zafón, Carlos Ruiz","Lucia Graves, Daniel Weyman",1443457132,9781443457132,4,4.53,HarperCollins Publishers,Audiobook,816,2018,2016,2020/05/29,2020/05/29,,,read,,,,1,0
37569334,"Breaking And Entering: The Extraordinary Story of a Hacker Called ""Alien""",Jeremy N. Smith,"Smith, Jeremy N.",,0544903218,9780544903210,3,3.79,Mariner Books,Hardcover,304,2019,2019,2020/05/02,2020/04/05,,,read,,,,1,0
2443,"The Innocents Abroad, Or, the New Pilgrims' Progress",Mark Twain,"Twain, Mark",Jane Jacobs,0812967054,9780812967050,0,3.84,Random House Publishing Group,Paperback,560,2003,1869,,2020/04/22,to-read,to-read (#105),to-read,,,,0,0
22943332,Your Money Life: Your 30s,Peter Dunn,"Dunn, Peter",,1305507894,9781305507890,5,3.99,Cengage Learning PTR,Paperback,224,2015,2015,2020/04/04,2020/03/30,,,read,,,,1,0
52406460,"Faith, Doubt, and Reason",Brent A.R. Hege,"Hege, Brent A.R.",,1532683987,9781532683985,5,5.00,Wipf and Stock,Paperback,198,2020,2020,2020/03/29,2020/03/15,,,read,,,,1,0
44908180,Medallion Status: True Stories from Secret Rooms,John Hodgman,"Hodgman, John",,0525561102,9780525561101,3,4.15,Viking,Hardcover,304,2019,2019,2020/03/14,2020/03/08,,,read,,,,1,0
18899876,Marvel 1602,Neil Gaiman,"Gaiman, Neil","Andy Kubert, Scott McKowen",078517074X,9780785170747,0,3.95,Marvel,ebook,258,2010,2003,,2020/03/09,to-read,to-read (#104),to-read,,,,0,0
41555942,Nottingham,Nathan Makaryk,"Makaryk, Nathan",,1250195608,9781250195609,0,3.71,Forge Books,Hardcover,496,2019,2019,,2020/03/08,to-read,to-read (#103),to-read,,,,0,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,152479628X,9781524796280,0,4.04,Bantam,Hardcover,706,2018,2018,,2020/03/08,to-read,to-read (#102),to-read,,,,0,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,038554121X,9780385541213,0,3.85,Doubleday,Hardcover,498,2019,2019,,2020/03/08,to-read,to-read (#101),to-read,,,,0,0
33396914,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,,,4,4.21,Spectra,Kindle Edition,757,2016,1997,2020/03/07,2020/03/07,,,read,,,,1,0
37752621,How to Invent Everything: Rebuild All of Civilization (with 96% fewer catastrophes this time),Ryan North,"North, Ryan",,0753552558,9780753552551,4,4.14,Virgin Digital,Kindle Edition,464,2018,2018,2020/02/04,2020/02/04,,,read,,,,1,0
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,,,4,4.27,Spectra,Kindle Edition,675,2015,1996,2020/01/23,2019/12/24,,,read,,,,1,0
6375845,Batman: Hush,Jeph Loeb,"Loeb, Jeph","Jim Lee, Scott  Williams",1401223176,9781401223175,3,4.27,DC Comics,Paperback,320,2009,2005,2019/12/30,2019/05/28,,,read,,,,1,0
106069,Batman: The Long Halloween,Jeph Loeb,"Loeb, Jeph",,1563894696,9781563894695,0,4.34,DC Comics,Paperback,376,1999,1997,,2019/12/30,to-read,to-read (#100),to-read,,,,0,0
43618653,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,,,4,4.18,Spectra,Kindle Edition,464,,1995,2019/12/23,2014/12/09,fantasy,fantasy (#30),read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,,,0,4.38,Scribner,Hardcover,368,2017,2017,,2019/07/30,abandoned,abandoned (#28),abandoned,"This book was really interesting. However, I got it on audiobook. It’s a fairly dry and information dense book, so I think having a copy laying around the living room is a better option for me to actually finish it. ",,,0,0
7767276,Bridge of Clay,Markus Zusak,"Zusak, Markus",,0385614292,9780385614290,0,3.80,Doubleday,Hardcover,464,2018,2018,,2019/12/02,abandoned,abandoned (#27),abandoned,"I couldn’t get into this one. <br/><br/>I believe it is a book that tries to show and not tell. Slowly revealing a family’s history and tragedies across generations is supposed to provide the suspense to carry you along. <br/><br/>However, I can’t get past the style. The cryptic sentences would be flowery if they weren’t so short. The author will often describe two separate events about the same characters in the same chapter, shifting back and forth through time.<br/><br/>Either I’m not smart enough for this book, or the style is just not quite to my taste.",,,0,0
21563974,"The World Atlas of Coffee: From Beans to Brewing -- Coffees Explored, Explained and Enjoyed",James Hoffmann,"Hoffmann, James",,1770854703,9781770854703,0,4.39,Firefly Books,Hardcover,256,2014,2014,,2019/12/04,to-read,to-read (#99),to-read,,,,0,0
39105754,Coffee: A Global History (Edible),Jonathan     Morris,"Morris, Jonathan",,1789140021,9781789140026,0,4.00,Reaktion Books,Hardcover,215,2019,2019,,2019/12/04,to-read,to-read (#98),to-read,,,,0,0
4921,"Three Men in a Boat (Three Men, #1)",Jerome K. Jerome,"Jerome, Jerome K.",,,,3,3.84,Penguin Books,Mass Market Paperback,185,1994,1889,2019/12/01,2017/07/02,,,read,,,,1,0
321552,The Agony and the Ecstasy,Irving Stone,"Stone, Irving",,0451171357,9780451171351,0,4.09,Berkley,Mass Market Paperback,776,1961,1958,,2019/11/15,to-read,to-read (#97),to-read,,,,0,0
199853,The Beast God Forgot to Invent: Novellas,Jim Harrison,"Harrison, Jim",,0802138365,9780802138361,4,4.01,Grove Press,Paperback,288,2001,2000,2015/05/15,2015/04/27,,,read,Read this if you've ever called the Midwest home. Contrasts the vulgarity and beauty of wildness with that of civilization.,,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel",0307593312,9780307593313,5,3.95,Knopf,Hardcover,944,2011,2009,2019/11/04,2016/05/15,,,read,,,,1,0
38502098,A People’s History of Computing in the United States,Joy Lisi Rankin,"Rankin, Joy Lisi",,0674970977,9780674970977,0,3.47,Harvard University Press,Hardcover,336,2018,2018,,2019/10/01,to-read,to-read (#96),to-read,,,,0,0
11797471,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"Gertner, Jon",,1594203288,9781594203282,0,4.19,Penguin Press,Hardcover,432,2012,2012,,2019/10/01,to-read,to-read (#95),to-read,,,,0,0
26083308,"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",Gene Kim,"Kim, Gene","Patrick Debois, John Willis, Jez Humble",1942788002,9781942788003,0,4.30,IT Revolution Press,Paperback,442,2016,2015,,2019/09/10,to-read,to-read (#94),to-read,,,,0,0
625094,The Leopard,Giuseppe Tomasi di Lampedusa,"Lampedusa, Giuseppe Tomasi di",Archibald Colquhoun,0679731210,9780679731214,3,4.01,Pantheon,Paperback,319,1991,1958,2019/09/04,2019/06/09,,,read,,,,1,0
15670,On Stranger Tides,Tim Powers,"Powers, Tim",,1930235321,9781930235328,3,3.82,Babbage Pr,Paperback,370,2006,1987,2019/08/10,2015/01/15,fantasy,fantasy (#34),read,,,,1,0
209690,"Last Call (Fault Lines, #1)",Tim Powers,"Powers, Tim",,038072846X,9780380728466,0,4.05,WmMorrowPB,Paperback,544,1996,1992,,2019/08/04,to-read,to-read (#93),to-read,,,,0,0
190554,Declare,Tim Powers,"Powers, Tim",,0380798360,9780380798360,0,4.02,William Morrow Paperbacks,Mass Market Paperback,608,2002,2000,,2019/08/04,to-read,to-read (#92),to-read,,,,0,0
32283133,"Origin (Robert Langdon, #5)",Dan       Brown,"Brown, Dan",,0385514239,9780385514231,0,3.89,Doubleday,Hardcover,461,2017,2017,,2019/07/31,to-read,to-read (#91),to-read,,,,0,0
31297882,Ruby Programming: The Well-Grounded Rubyist,David A. Black,"Black, David A.",,9351198243,9789351198246,0,4.30,Wiley India,Paperback,536,2015,2008,,2019/07/30,to-read,to-read (#90),to-read,,,,0,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,1591848148,9781591848141,5,4.41,Portfolio,Hardcover,328,2017,2017,,2019/06/24,,,read,,,,2,0
4645,The Snows of Kilimanjaro and Other Stories (Scribner Classics),Ernest Hemingway,"Hemingway, Ernest",,0684862212,9780684862217,3,3.80,Scribner,Hardcover,144,1999,1936,2019/07/07,2019/06/30,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,,,3,4.41,Knopf,Hardcover,339,2018,2018,2019/07/06,2019/01/17,,,read,,,,1,0
6656,The Divine Comedy,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli",0679433139,9780679433132,0,4.08,Everyman's Library,Hardcover,798,1995,1320,,2019/07/05,to-read,to-read (#88),to-read,,,,0,0
35887178,"Pasta, Pane, Vino: Deep Travels Through Italy's Food Culture (Roads & Kingdoms Presents)",Matt Goulding,"Goulding, Matt",,0062655094,9780062655097,0,4.15,Harper,Hardcover,368,2018,2018,,2018/12/16,abandoned,abandoned (#26),abandoned,,,,0,0
382450,Fevre Dream,George R.R. Martin,"Martin, George R.R.",,0553383051,9780553383058,4,3.89,Bantam,Paperback,334,2004,1982,2019/06/30,2019/05/29,,,read,,,,1,0
13537029,The Song of Achilles,Madeline Miller,"Miller, Madeline",,,,5,4.32,HarperCollins,Kindle Edition,351,2012,2011,2019/06/08,2019/04/13,,,read,,,,2,0
6753,Brief Interviews with Hideous Men,David Foster Wallace,"Wallace, David Foster",,034911188X,9780349111889,0,3.84,Abacus,Paperback,273,2000,1999,,2019/05/29,to-read,to-read (#87),to-read,,,,0,0
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,0142000280,9780142000281,4,4.01,Penguin Books,Paperback,267,2002,2001,2019/05/29,2019/01/20,,,read,,,,2,0
444653,"How to Measure Anything: Finding the Value of ""Intangibles"" in Business",Douglas W. Hubbard,"Hubbard, Douglas W.",,0470110120,9780470110126,3,3.90,John Wiley & Sons Inc,Hardcover,304,2007,1985,2019/05/20,2019/04/15,,,read,,,,1,0
7347,"The Book of Lost Tales, Part One (The History of Middle-Earth, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,0345375211,9780345375216,0,3.87,Del Rey/Ballantine Books,Mass Market Paperback,367,1992,1983,,2019/05/19,to-read,to-read (#86),to-read,,,,0,0
50001,The Complete Guide to Middle-Earth,Robert   Foster,"Foster, Robert",J.R.R. Tolkien,0345465296,9780345465290,0,4.19,Del Rey,Hardcover,592,2003,1974,,2019/05/19,to-read,to-read (#85),to-read,,,,0,0
42103309,Classic Computer Science Problems in Python,David Kopec,"Kopec, David",,1617295981,9781617295980,0,3.72,Manning,Paperback,224,2019,,,2019/05/12,to-read,to-read (#84),to-read,,,,0,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,1250103509,9781250103505,0,4.06,St. Martin's Press,Hardcover,336,2017,2017,,2019/04/17,to-read,to-read (#83),to-read,,,,0,0
15793230,Extinction,Mark Alpert,"Alpert, Mark",,1250021340,9781250021342,3,3.48,Thomas Dunne Books,Hardcover,373,2013,2013,2019/04/07,2013/04/07,sci-fi,sci-fi (#14),read,,,,1,0
20799234,The Principles of Object-Oriented JavaScript,Nicholas C. Zakas,"Zakas, Nicholas C.",,1593275765,9781593275761,4,4.36,No Starch Press,ebook,120,2014,2012,2019/03/31,2019/03/30,,,read,,,,1,0
17345242,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,"Martin, George R.R.","Elio M. García Jr., Linda Antonsson",0553805444,9780553805444,0,4.26,Bantam,Hardcover,326,2014,2014,,2019/03/18,to-read,to-read (#82),to-read,,,,0,0
28951428,Radical Focus : Achieving Your Most Important Goals with Objectives and Key Results ( OKRs ),Christina Wodtke,"Wodtke, Christina",,,,0,3.97,,Kindle Edition,147,2016,2016,,2019/03/10,to-read,to-read (#81),to-read,,,,0,0
34928122,Artemis,Andy Weir,"Weir, Andy",,0553448129,9780553448122,2,3.69,Crown,Hardcover,305,2017,2017,2019/03/09,2017/12/04,,,read,,,,1,0
40265842,The Dumb Things Smart People Do with Their Money: Thirteen Ways to Right Your Financial Wrongs,Jill Schlesinger,"Schlesinger, Jill",,0525622179,9780525622178,0,3.79,Ballantine Books,Hardcover,288,2019,2019,,2019/02/28,to-read,to-read (#80),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,4,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,2019/02/24,2019/02/09,,,read,,,,1,0
39816266,Our Prince of Scribes: Writers Remember Pat Conroy,Nicole Seitz,"Seitz, Nicole","Jonathan Haupt, Barbra Streisand, Cassandra King Conroy, Dottie Ashley, William A. Balk Jr., Rick Bragg, Sonny Brewer, Sandra       Brown, Jonathan Carroll, Ryder  Carroll, Mark Childress, Katherine Clark, John Connor Cleveland, Melissa Conroy, Tim Conroy, Debbi Covington, Nathalie Dupree, Walter Edgar, Stephanie Austin Edwards, Nikky Finney, Connie May Fowler, Jonathan Galassi, Judy Goldman, Scott Graber, Cliff Graubart, Cynthia Graubart, Anthony Grooms, Alexia Helsley, Patti Callahan Henry, Mary Hood, Josephine Humphreys, Janis Ian, Terry Kay, John  Lane, David Lauderdale, Ellen Malphrus, Andy Marlette, Bren McClain, Teresa Miller, Wendell Minor, Mary Monroe, Michael Morris, Kathy L. Murphy, Michael O'Keefe, Steve Oney, Kathleen Parker, Mark  Powell, Ron Rash, Sallie Ann Robinson, Lawrence S. Rowland, Jonathan Sanchez, Alex Sanders, Valerie Sayers, Sean Scapellato, Bernie Schein, Maggie Schein, Lynn Seldon, Catherine Seltzer, Anne Rivers Siddons, George Singleton, William Walsh, John Warley, Ashley Warlick, Teresa K. Weaver, Marjory Wentworth, Margaret          Evans",082035449X,9780820354491,3,4.43,University of Georgia Press,ebook,336,2018,2018,2019/02/09,2018/12/30,,,read,,,,1,0
3323374,Inspired: How To Create Products Customers Love,Marty Cagan,"Cagan, Marty",,0981690408,9780981690407,4,4.24,SVPG Press,Hardcover,242,2008,2008,2019/01/16,2019/01/09,,,read,,,,1,0
12448,"Look Homeward, Angel",Thomas Wolfe,"Wolfe, Thomas",,0743297318,9780743297318,0,3.92,Scribner,Paperback,544,2006,1929,,2019/01/20,to-read,to-read (#79),to-read,,,,0,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,0765316897,9780765316899,5,4.54,Tor Books,Hardcover,572,2008,2008,2019/01/05,2018/12/30,,,read,,,,1,0
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,0765316889,9780765316882,4,4.38,Tor Books,Hardcover,590,2007,2007,2018/12/27,2018/12/16,,,read,,,,1,0
9983127,Alice in Wonderland,Lewis Carroll,"Carroll, Lewis",,,,0,4.00,Emilyn Publishing,Nook,0,2010,1865,2011/04/15,2011/06/01,"fantasy, classic-literature","fantasy (#10), classic-literature (#13)",read,,,,1,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,,9780765311788,5,4.48,Tor Books,Hardcover,541,2006,2006,2018/12/15,2018/12/02,,,read,,,,1,0
33832032,Monsoon Mansion: A Memoir,Cinelle Barnes,"Barnes, Cinelle",,1542046130,9781542046138,3,3.96,Little A,Hardcover,235,2018,2018,2018/12/01,2018/04/26,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,,,0,4.26,William Morrow,Mass Market Paperback,491,2006,1990,,2018/09/18,abandoned,abandoned (#25),abandoned,,,,0,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,0061122416,9780061122415,4,3.91,HarperCollins,Paperback,197,1993,1993,2018/10/17,2018/10/15,,,read,,,,1,0
24001083,The Muralist,B.A. Shapiro,"Shapiro, B.A.",,1616203579,9781616203573,0,3.78,Algonquin Books,Hardcover,337,2015,2015,,2018/09/15,abandoned,abandoned (#24),abandoned,,,,0,0
40611069,Slade House,David Mitchell,"Mitchell, David",,0812998693,9780812998696,4,3.81,Random House,Kindle Edition,241,2015,2015,2018/09/09,2018/08/27,,,read,,,,1,0
39295198,Hotel Sacher,Rodica Doehnert,"Doehnert, Rodica",Sander Hoving,9022582736,9789022582732,4,3.47,De Boekerij,Paperback,304,2018,2016,2018/08/26,2018/08/17,historical-fiction,historical-fiction (#7),read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9781594633669,4,3.96,Riverhead Books,Hardcover,336,2015,2015,2018/08/04,2018/07/21,,,read,,,,1,0
401495,"A Treasury of Royal Scandals: The Shocking True Stories of History's Wickedest, Weirdest, Most Wanton Kings, Queens, Tsars, Popes, and Emperors",Michael Farquhar,"Farquhar, Michael",,0140280243,9780140280241,0,3.83,Penguin Publishing Group,Paperback,324,2001,2001,,2018/07/27,to-read,to-read (#78),to-read,,,,0,0
567795,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,"Chapman, Gary",,1881273156,9781881273158,0,4.27,Moody Publishers,Paperback,204,1995,1990,,2016/03/12,abandoned,abandoned (#23),abandoned,,,,0,0
149267,The Stand,Stephen        King,"King, Stephen",Bernie Wrightson,,,0,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2016/11/13,abandoned,abandoned (#22),abandoned,,,,0,0
91477,"Fool Moon (The Dresden Files, #2)",Jim  Butcher,"Butcher, Jim",,0451458125,9780451458124,2,3.98,Roc,Mass Market Paperback,432,2001,2001,2018/05/19,2018/05/06,,,read,,,,1,0
29396,"Furies of Calderon (Codex Alera, #1)",Jim  Butcher,"Butcher, Jim",,044101268X,9780441012688,0,4.13,Ace,Paperback,688,2005,2004,,2018/04/24,to-read,to-read (#77),to-read,,,,0,0
47212,"Storm Front (The Dresden Files, #1)",Jim  Butcher,"Butcher, Jim",,0451457811,9780451457813,3,3.97,Penguin ROC,Mass Market Paperback,372,2000,2000,2018/04/24,2018/04/11,,,read,,,,1,0
29906980,Lincoln in the Bardo,George Saunders,"Saunders, George",,0812995341,9780812995343,3,3.75,Random House,Hardcover,368,2017,2017,2018/04/10,2018/02/26,,,read,,,,1,0
35504431,Turtles All the Way Down,John Green,"Green, John",,0525555366,9780525555360,3,3.88,Dutton Books for Young Readers,Hardcover,290,2017,2017,2018/02/24,2018/01/14,,,read,,,,1,0
32628,The Great and Secret Show (Book of the Art #1),Clive Barker,"Barker, Clive",,006093316X,9780060933166,4,4.06,HarperPerennial,Paperback,658,1999,1989,2018/01/11,2014/05/28,,,read,,,,1,0
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,0385743564,9780385743563,0,4.14,Delacorte Press,Hardcover,386,2013,2013,,2017/11/26,to-read,to-read (#76),to-read,,,,0,0
34204792,"Honest Spy, The",Andreas Kollender,"Kollender, Andreas",Steve Anderson,1536684376,9781536684377,0,3.95,Brilliance Audio,MP3 CD,,2017,2015,,2017/10/10,abandoned,abandoned (#21),abandoned,,,,0,0
29939268,Universal Harvester,John Darnielle,"Darnielle, John",,0374282102,9780374282103,3,3.19,"Farrar, Straus and Giroux",Hardcover,214,2017,2017,,2017/08/21,,,read,,,,1,0
33291314,The Great Passage,Shion Miura,"Miura, Shion",Juliet Winters Carpenter,1477823077,9781477823071,4,3.81,Amazon Crossing,Paperback,222,2017,2011,2017/07/14,2017/07/05,,,read,,,,1,0
32487569,Hemingway Didn't Say That: The Truth Behind Familiar Quotations,Garson O'Toole,"O'Toole, Garson",,1503933415,9781503933415,0,3.01,Little A,Hardcover,396,2017,2017,,2017/04/01,abandoned,abandoned (#20),abandoned,,,,0,0
395397,Legends of the Fall,Jim Harrison,"Harrison, Jim",,0385285965,9780385285964,3,4.04,Delta,Paperback,276,1980,1979,2017/07/03,2014/05/28,,,read,,,,1,0
23453112,Modern Romance,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,1594206279,9781594206276,4,3.80,Penguin Press,Hardcover,279,2015,2015,,2017/06/14,,,read,,,,2,0
6626387,"Bartleby, the Scrivener",Herman Melville,"Melville, Herman",,1596256389,9781596256385,3,3.93,,Kindle Edition,112,,1853,2017/04/15,2016/06/22,,,read,,,,1,0
85867,Dhalgren,Samuel R. Delany,"Delany, Samuel R.",,0375706682,9780375706684,0,3.78,Vintage,Paperback,801,2001,1975,,2017/04/02,abandoned,abandoned (#19),abandoned,,,,0,0
104101,The Lions of Al-Rassan,Guy Gavriel Kay,"Kay, Guy Gavriel",,0060733497,9780060733490,5,4.30,Harper Voyager,Paperback,528,2005,1995,2017/04/01,2016/06/01,,,read,,,,1,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765350378,9780765350374,0,4.18,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2017/03/08,to-read,to-read (#75),to-read,,,,0,0
30901658,"Agile Engagement: How to Drive Lasting Results by Cultivating a Flexible, Responsive, and Collaborative Culture",Santiago Jaramillo,"Jaramillo, Santiago",Todd Richardson,1119286913,9781119286912,0,3.62,Wiley,Hardcover,272,2016,,,2017/02/09,to-read,to-read (#74),to-read,,,,0,0
26,The Lost Continent: Travels in Small-Town America,Bill Bryson,"Bryson, Bill",,0060920084,9780060920081,2,3.81,William Morrow Paperbacks,Paperback,299,1990,1989,2017/01/28,2011/10/02,,,read,,,,1,0
15790837,"Let's Explore Diabetes with Owls: Essays, Etc.",David Sedaris,"Sedaris, David",,0316154695,9780316154697,3,3.85,"Little, Brown and Company",Hardcover,275,2013,2013,2017/01/25,2017/01/20,,,read,,,,1,0
8683812,The Paris Wife,Paula McLain,"McLain, Paula",,0345521307,9780345521309,3,3.82,Ballantine Books,Hardcover,314,2011,2011,2017/01/16,2014/05/01,,,read,,,,1,0
6665847,"Daemon (Daemon, #1)",Daniel Suarez,"Suarez, Daniel",,0451228731,9780451228734,0,4.16,Signet Books,Mass Market Paperback,632,2009,2006,,2016/10/20,to-read,to-read (#73),to-read,,,,0,0
